Time	MGCplus_1	MGCplus_2	MGCplus_3	MGCplus_4	MGCplus_5
2.14	0.00385	0.00084	0.00485	0.00446	-0.00364
2.145	0.00398	0.00097	0.00514	0.00459	-0.00375
2.15	0.00405	0.00099	0.00527	0.00504	-0.00389
2.155	0.00412	0.00093	0.00522	0.00541	-0.00417
2.16	0.00425	0.00083	0.00506	0.00545	-0.0046
2.165	0.00419	0.00102	0.00483	0.00542	-0.00468
2.17	0.004	0.00144	0.00509	0.00528	-0.00474
2.175	0.00409	0.00162	0.0052	0.00521	-0.00496
2.18	0.00458	0.00164	0.00517	0.00528	-0.00531
2.185	0.00506	0.00169	0.00502	0.00492	-0.00545
2.19	0.00545	0.00176	0.00483	0.00485	-0.0054
2.195	0.00575	0.00193	0.00475	0.00499	-0.00563
2.2	0.0062	0.00209	0.00451	0.00527	-0.00577
2.205	0.00669	0.00219	0.00442	0.00564	-0.00583
2.21	0.00694	0.0021	0.00438	0.00575	-0.0059
2.215	0.00774	0.00219	0.00453	0.00594	-0.00591
2.22	0.00861	0.00215	0.00481	0.00583	-0.00572
2.225	0.00921	0.00225	0.00499	0.00579	-0.00549
2.23	0.0099	0.0021	0.00481	0.00563	-0.00566
2.235	0.01049	0.002	0.0048	0.00523	-0.0059
2.24	0.0111	0.00214	0.00489	0.00461	-0.00588
2.245	0.01165	0.0024	0.00475	0.00426	-0.00587
2.25	0.01209	0.00242	0.00452	0.00402	-0.0058
2.255	0.01239	0.00213	0.00424	0.00406	-0.00593
2.26	0.01256	0.00204	0.00414	0.00406	-0.00612
2.265	0.01244	0.00222	0.00398	0.00374	-0.00618
2.27	0.0123	0.00211	0.00398	0.00325	-0.00572
2.275	0.0118	0.0018	0.00416	0.00325	-0.00553
2.28	0.01121	0.00165	0.00437	0.0034	-0.00566
2.285	0.01026	0.00165	0.0048	0.00379	-0.00573
2.29	0.00922	0.00174	0.00504	0.00432	-0.00539
2.295	0.00847	0.00174	0.00488	0.00464	-0.00501
2.3	0.00772	0.00194	0.00488	0.00501	-0.00502
2.305	0.00706	0.0022	0.00512	0.00535	-0.00517
2.31	0.00659	0.00249	0.00539	0.0056	-0.00526
2.315	0.0062	0.00266	0.00548	0.00552	-0.00544
2.32	0.00575	0.00267	0.00504	0.0054	-0.00541
2.325	0.00501	0.00248	0.00509	0.00549	-0.00533
2.33	0.00418	0.00247	0.00527	0.00555	-0.00552
2.335	0.00363	0.00219	0.00531	0.00559	-0.0056
2.34	0.00297	0.00181	0.0052	0.00573	-0.00563
2.345	0.00192	0.00177	0.00541	0.00576	-0.00582
2.35	0.00058	0.0021	0.00562	0.00576	-0.0059
2.355	-0.0006	0.0022	0.00537	0.00555	-0.00603
2.36	-0.00156	0.00206	0.00486	0.00494	-0.00598
2.365	-0.00228	0.00213	0.00483	0.00412	-0.00596
2.37	-0.00306	0.0022	0.00467	0.00367	-0.00563
2.375	-0.00396	0.00209	0.00477	0.00348	-0.0052
2.38	-0.00428	0.00215	0.00484	0.00354	-0.00493
2.385	-0.00479	0.00214	0.00479	0.00321	-0.00487
2.39	-0.00532	0.00233	0.0047	0.00345	-0.0046
2.395	-0.00568	0.00232	0.00465	0.00415	-0.00436
2.4	-0.0058	0.00208	0.00457	0.00446	-0.00418
2.405	-0.00576	0.00175	0.00458	0.0044	-0.00409
2.41	-0.00575	0.00157	0.00466	0.00418	-0.0041
2.415	-0.00554	0.00152	0.00495	0.00401	-0.00395
2.42	-0.00556	0.00165	0.00511	0.00396	-0.00372
2.425	-0.00569	0.00157	0.00532	0.00398	-0.00391
2.43	-0.00553	0.00149	0.00546	0.00383	-0.00425
2.435	-0.00501	0.00142	0.00559	0.00336	-0.00442
2.44	-0.00486	0.00149	0.00571	0.00316	-0.00488
2.445	-0.00503	0.00142	0.00574	0.00311	-0.00518
2.45	-0.00538	0.00137	0.00568	0.00305	-0.00523
2.455	-0.0063	0.00133	0.00536	0.00343	-0.00539
2.46	-0.00663	0.00141	0.00504	0.00372	-0.00568
2.465	-0.00623	0.00164	0.0047	0.00423	-0.00638
2.47	-0.00581	0.0016	0.00453	0.0047	-0.00656
2.475	-0.00543	0.00152	0.00451	0.00512	-0.00638
2.48	-0.00488	0.00162	0.00471	0.00516	-0.00647
2.485	-0.00432	0.0021	0.00481	0.00494	-0.00611
2.49	-0.00361	0.00214	0.00493	0.00453	-0.00593
2.495	-0.00296	0.00223	0.00488	0.00423	-0.00587
2.5	-0.00278	0.0022	0.00474	0.00364	-0.00588
2.505	-0.00275	0.00218	0.00479	0.00286	-0.00595
2.51	-0.00304	0.00217	0.00462	0.00178	-0.00599
2.515	-0.00331	0.00218	0.00452	0.00096	-0.00578
2.52	-0.00387	0.00206	0.00462	0.00056	-0.00562
2.525	-0.00446	0.00194	0.00471	0.0004	-0.00569
2.53	-0.00498	0.00157	0.00453	0.00016	-0.00574
2.535	-0.00501	0.00125	0.00451	0.00016	-0.00585
2.54	-0.00483	0.00125	0.00437	0.00052	-0.00621
2.545	-0.00428	0.00131	0.0044	0.00128	-0.00648
2.55	-0.00398	0.00121	0.00467	0.00158	-0.0065
2.555	-0.00387	0.0012	0.00451	0.00182	-0.00591
2.56	-0.0034	0.00113	0.00416	0.00205	-0.00541
2.565	-0.00266	0.0013	0.00406	0.00222	-0.00536
2.57	-0.00134	0.00127	0.00374	0.00207	-0.00587
2.575	0	0.00102	0.00356	0.00212	-0.00591
2.58	0.00096	0.00076	0.0034	0.00248	-0.00545
2.585	0.00205	0.00083	0.00333	0.00292	-0.00512
2.59	0.00302	0.00094	0.00357	0.00229	-0.00496
2.595	0.00384	0.00076	0.00368	0.00222	-0.00481
2.6	0.00455	0.00035	0.00366	0.00187	-0.00469
2.605	0.00464	0.0001	0.00374	0.0004	-0.00445
2.61	0.00473	0.00013	0.00374	0.0007	-0.00418
2.615	0.0055	0.00015	0.00364	0.00281	-0.0036
2.62	0.00662	0	0.00384	0.00316	-0.00323
2.625	0.00751	-0.00019	0.00398	0.00236	-0.00303
2.63	0.00831	-0.00039	0.0041	0.00334	-0.00276
2.635	0.00886	-0.00096	0.00409	0.0035	-0.00238
2.64	0.00918	-0.00137	0.00411	0.00224	-0.00216
2.645	0.0093	-0.00147	0.00405	0.00164	-0.00217
2.65	0.00911	-0.00152	0.00414	0.002	-0.00204
2.655	0.00934	-0.00145	0.00425	0.00147	-0.00193
2.66	0.00935	-0.00132	0.00397	0.00043	-0.00162
2.665	0.00896	-0.00125	0.00374	0.00057	-0.00142
2.67	0.00857	-0.00125	0.00373	0.00101	-0.00104
2.675	0.00817	-0.00098	0.00372	-0.00015	-0.00055
2.68	0.00764	-0.00078	0.00327	-0.00076	0.00013
2.685	0.00687	-0.00064	0.00282	0.00082	0.00043
2.69	0.00617	-0.0002	0.00292	0.00215	0.00029
2.695	0.00569	0.00021	0.00314	0.00231	0.00013
2.7	0.00531	0.00015	0.00318	0.00283	0.00026
2.705	0.00506	0.00014	0.00306	0.00386	0.0002
2.71	0.00455	0.00026	0.00291	0.00411	0.00011
2.715	0.00424	0.00034	0.00299	0.00426	0.00038
2.72	0.00428	0.00055	0.00324	0.00422	0.0006
2.725	0.00419	0.00091	0.00346	0.00373	0.00056
2.73	0.0038	0.00121	0.00338	0.003	0.00033
2.735	0.00357	0.00154	0.00305	0.00222	0
2.74	0.00349	0.00195	0.0025	0.00176	-0.00023
2.745	0.00364	0.00217	0.00225	0.00134	-0.00047
2.75	0.00388	0.00218	0.00231	0.00064	-0.0005
2.755	0.00433	0.00198	0.0024	0	-0.00021
2.76	0.00498	0.0017	0.00266	0.00062	-0.00021
2.765	0.00505	0.00151	0.00292	0.00124	-0.00091
2.77	0.00466	0.00154	0.00274	0.00078	-0.00148
2.775	0.00436	0.0019	0.0024	0.00091	-0.00123
2.78	0.004	0.0023	0.00225	0.0019	-0.00102
2.785	0.00354	0.00269	0.00243	0.00182	-0.00085
2.79	0.00288	0.00278	0.00269	0.00109	-0.00093
2.795	0.0021	0.00291	0.00283	0.00073	-0.00124
2.8	0.00154	0.00283	0.00297	0.00048	-0.00145
2.805	0.0011	0.00259	0.00272	-0.00061	-0.00158
2.81	0.00053	0.00234	0.00253	-0.0013	-0.00139
2.815	-0.00014	0.0022	0.00229	-0.00071	-0.00107
2.82	-0.00104	0.00196	0.00217	-0.00073	-0.00103
2.825	-0.0016	0.00204	0.00202	-0.00129	-0.00072
2.83	-0.00218	0.00222	0.00162	-0.0009	-0.00059
2.835	-0.00279	0.00264	0.00131	0.00014	-0.00081
2.84	-0.00353	0.003	0.00106	0.00073	-0.00076
2.845	-0.00418	0.00342	0.00117	0.00133	-0.00036
2.85	-0.0048	0.00397	0.00102	0.00216	-0.00012
2.855	-0.0055	0.004	0.00094	0.00202	-0.00011
2.86	-0.00636	0.004	0.001	0.00231	0.00016
2.865	-0.0068	0.00417	0.00116	0.00331	0.00044
2.87	-0.00729	0.00444	0.00148	0.00316	0.00055
2.875	-0.00808	0.00461	0.00158	0.00202	0.00053
2.88	-0.00879	0.00463	0.00143	0.0019	0.00055
2.885	-0.00925	0.00449	0.00137	0.0021	0.00081
2.89	-0.00983	0.00459	0.00134	0.00133	0.00086
2.895	-0.01051	0.0048	0.00163	0.00043	0.00082
2.9	-0.01097	0.00483	0.0019	0.00123	0.00077
2.905	-0.01078	0.00495	0.00207	0.00241	0.00099
2.91	-0.01052	0.00519	0.00207	0.00272	0.00119
2.915	-0.01056	0.00529	0.00194	0.00322	0.00104
2.92	-0.01068	0.00502	0.0019	0.00388	0.00077
2.925	-0.01068	0.00482	0.00188	0.00417	0.00043
2.93	-0.0102	0.00467	0.00172	0.00397	0.00031
2.935	-0.0099	0.00482	0.00194	0.00456	0.00056
2.94	-0.0099	0.00512	0.00195	0.00436	0.00099
2.945	-0.01023	0.00539	0.00186	0.00368	0.00112
2.95	-0.01087	0.00536	0.00189	0.00384	0.00066
2.955	-0.01169	0.00531	0.002	0.00449	0.00023
2.96	-0.01214	0.00527	0.00221	0.00427	0.0007
2.965	-0.01215	0.00506	0.00211	0.00446	0.0012
2.97	-0.01244	0.00475	0.00183	0.00549	0.00115
2.975	-0.01278	0.00461	0.00176	0.0058	0.00102
2.98	-0.01298	0.00453	0.00176	0.00502	0.00058
2.985	-0.01265	0.00462	0.00175	0.00512	0.00025
2.99	-0.01223	0.00463	0.00152	0.00655	0.00027
2.995	-0.01228	0.00453	0.00148	0.00693	0.0005
3	-0.0124	0.00424	0.00143	0.00675	0.00042
3.005	-0.01213	0.00428	0.00131	0.00748	0.00042
3.01	-0.01143	0.00453	0.0013	0.00905	0
3.015	-0.01056	0.00477	0.00144	0.00963	-0.00052
3.02	-0.01009	0.0047	0.00144	0.00992	-0.00075
3.025	-0.00961	0.00461	0.00139	0.01035	-0.00038
3.03	-0.00927	0.00468	0.00143	0.01001	-0.00044
3.035	-0.00916	0.00476	0.00153	0.00924	-0.00086
3.04	-0.00891	0.00504	0.0018	0.00904	-0.00083
3.045	-0.00866	0.00511	0.00188	0.00856	-0.00055
3.05	-0.00883	0.00497	0.00163	0.00839	-0.00032
3.055	-0.00921	0.00519	0.0014	0.00915	0
3.06	-0.00937	0.00554	0.00153	0.01006	-0.00012
3.065	-0.00909	0.0057	0.00193	0.00999	-0.00029
3.07	-0.00843	0.00593	0.00212	0.01026	-0.00063
3.075	-0.00789	0.00602	0.0024	0.01229	-0.0009
3.08	-0.00769	0.00592	0.00252	0.01384	-0.0011
3.085	-0.00698	0.00578	0.00245	0.01302	-0.00124
3.09	-0.00597	0.00594	0.00245	0.01182	-0.0014
3.095	-0.00473	0.00631	0.00223	0.01195	-0.00205
3.1	-0.00375	0.00646	0.00209	0.01289	-0.00241
3.105	-0.00324	0.00647	0.00235	0.01291	-0.00268
3.11	-0.00269	0.0067	0.00244	0.01245	-0.00271
3.115	-0.00198	0.00684	0.00236	0.01297	-0.00277
3.12	-0.00141	0.00689	0.00245	0.01412	-0.00269
3.125	-0.00109	0.00677	0.00252	0.01474	-0.00216
3.13	-0.00086	0.00633	0.00241	0.01454	-0.00177
3.135	-0.0006	0.00605	0.00264	0.01404	-0.00182
3.14	-0.00018	0.0059	0.00287	0.0138	-0.00184
3.145	0.00051	0.00575	0.00278	0.01397	-0.00171
3.15	0.00117	0.00564	0.00253	0.01488	-0.00173
3.155	0.00174	0.00546	0.00248	0.01548	-0.00189
3.16	0.00224	0.00546	0.00267	0.01502	-0.00228
3.165	0.00309	0.00539	0.00312	0.01548	-0.00238
3.17	0.00401	0.00527	0.0038	0.01653	-0.00253
3.175	0.0045	0.00534	0.00446	0.01648	-0.00264
3.18	0.00476	0.0052	0.00489	0.01682	-0.00283
3.185	0.00505	0.00514	0.00503	0.01767	-0.00292
3.19	0.00558	0.00476	0.00499	0.01744	-0.00325
3.195	0.00642	0.00449	0.00469	0.01719	-0.00353
3.2	0.00722	0.00422	0.00451	0.01767	-0.00341
3.205	0.0078	0.00408	0.00415	0.01766	-0.00328
3.21	0.00835	0.00423	0.00394	0.01727	-0.00363
3.215	0.00892	0.00446	0.00406	0.01719	-0.00406
3.22	0.00885	0.00458	0.00411	0.01787	-0.00421
3.225	0.0085	0.00481	0.00379	0.01805	-0.00401
3.23	0.00834	0.00506	0.00366	0.01816	-0.0039
3.235	0.00818	0.00485	0.00332	0.02019	-0.00377
3.24	0.00772	0.00487	0.00309	0.021	-0.00368
3.245	0.00759	0.00527	0.00292	0.02082	-0.00378
3.25	0.00812	0.00551	0.00277	0.02198	-0.00401
3.255	0.00856	0.00541	0.00297	0.0226	-0.00448
3.26	0.00889	0.0055	0.00299	0.02084	-0.00471
3.265	0.0094	0.00555	0.0031	0.0206	-0.00449
3.27	0.00978	0.0057	0.00347	0.02255	-0.00434
3.275	0.01007	0.0057	0.00361	0.02339	-0.00437
3.28	0.00982	0.00564	0.00349	0.02288	-0.00461
3.285	0.00939	0.00575	0.00347	0.02354	-0.00452
3.29	0.0093	0.00575	0.00319	0.0249	-0.00437
3.295	0.00956	0.00589	0.00297	0.02445	-0.00452
3.3	0.00981	0.00609	0.00285	0.02413	-0.00453
3.305	0.00975	0.00608	0.00276	0.02486	-0.00427
3.31	0.00962	0.00597	0.00272	0.02498	-0.00405
3.315	0.0097	0.00598	0.00303	0.02412	-0.00374
3.32	0.0094	0.00566	0.00313	0.0245	-0.00356
3.325	0.00909	0.00535	0.00327	0.02536	-0.00329
3.33	0.00868	0.00498	0.00326	0.02615	-0.00307
3.335	0.00839	0.0049	0.00308	0.02681	-0.00302
3.34	0.00826	0.00491	0.00299	0.02772	-0.00301
3.345	0.00765	0.00457	0.00269	0.0284	-0.00272
3.35	0.00726	0.00439	0.00235	0.02882	-0.00207
3.355	0.00703	0.00471	0.00235	0.02856	-0.00185
3.36	0.00662	0.00478	0.00235	0.02854	-0.0015
3.365	0.00612	0.00507	0.00244	0.0289	-0.00114
3.37	0.00538	0.00531	0.00269	0.02881	-0.00074
3.375	0.00497	0.00532	0.00264	0.0284	-0.00047
3.38	0.00457	0.00539	0.00241	0.02875	-0.00059
3.385	0.00406	0.00563	0.00213	0.02929	-0.0007
3.39	0.0032	0.00604	0.00172	0.02967	-0.00071
3.395	0.00233	0.00621	0.00156	0.03054	-0.0007
3.4	0.00184	0.00634	0.0013	0.03146	-0.00072
3.405	0.00178	0.00652	0.00102	0.03129	-0.00087
3.41	0.00145	0.00681	0.0011	0.03093	-0.0011
3.415	0.00117	0.00726	0.00124	0.0314	-0.00129
3.42	0.00113	0.00767	0.00123	0.03164	-0.00118
3.425	0.0011	0.00792	0.00138	0.03115	-0.00136
3.43	0.001	0.00797	0.00167	0.03117	-0.00148
3.435	0.0011	0.00822	0.00229	0.0318	-0.00153
3.44	0.00132	0.00826	0.00273	0.03193	-0.00184
3.445	0.00162	0.00833	0.00258	0.03156	-0.00163
3.45	0.00208	0.00812	0.00229	0.03187	-0.0012
3.455	0.00219	0.00803	0.00217	0.03213	-0.00118
3.46	0.00176	0.00788	0.00216	0.03192	-0.00106
3.465	0.00127	0.00792	0.00244	0.03194	-0.00066
3.47	0.00031	0.00792	0.00287	0.03234	-0.00047
3.475	-0.00071	0.00808	0.00283	0.03227	-0.00037
3.48	-0.00134	0.00783	0.00272	0.03211	0
3.485	-0.00188	0.00724	0.00301	0.03274	0.00042
3.49	-0.00243	0.0071	0.0032	0.03318	0.0007
3.495	-0.00309	0.00734	0.00323	0.03328	0.00097
3.5	-0.00394	0.00745	0.00303	0.03336	0.00072
3.505	-0.00449	0.00755	0.00278	0.03403	0.00044
3.51	-0.00494	0.00762	0.00259	0.03414	0.00044
3.515	-0.00559	0.00743	0.00268	0.03412	0.00047
3.52	-0.00606	0.00697	0.00281	0.03448	0.0004
3.525	-0.00651	0.00661	0.00285	0.03481	0.00053
3.53	-0.00699	0.00623	0.00282	0.0345	0.00054
3.535	-0.00746	0.00583	0.00304	0.03436	0.00053
3.54	-0.00811	0.00556	0.00328	0.0349	0.00047
3.545	-0.00841	0.00545	0.00303	0.03515	0.00015
3.55	-0.00856	0.00534	0.00282	0.03582	0.00013
3.555	-0.00911	0.00524	0.00285	0.03653	0.00011
3.56	-0.0096	0.00525	0.00309	0.03706	0
3.565	-0.00991	0.00491	0.00331	0.03747	-0.00025
3.57	-0.01005	0.00488	0.00372	0.03775	0
3.575	-0.01034	0.00491	0.00377	0.03756	0.00022
3.58	-0.01003	0.00529	0.00397	0.03718	0.00023
3.585	-0.00947	0.00527	0.00414	0.03699	0.00038
3.59	-0.00949	0.00519	0.00392	0.0368	0.00042
3.595	-0.0092	0.00543	0.0036	0.03656	0.00032
3.6	-0.00909	0.0054	0.00336	0.03635	0
3.605	-0.00907	0.00501	0.00314	0.03709	-0.0002
3.61	-0.00882	0.00458	0.00313	0.03796	-0.00025
3.615	-0.0087	0.00436	0.00314	0.03835	-0.00043
3.62	-0.0087	0.00436	0.00301	0.03873	-0.00054
3.625	-0.00857	0.00429	0.00285	0.03926	-0.00063
3.63	-0.00848	0.00438	0.00305	0.03933	-0.00086
3.635	-0.00852	0.00449	0.00313	0.03939	-0.00151
3.64	-0.00885	0.00419	0.00285	0.03921	-0.00249
3.645	-0.00872	0.00407	0.0026	0.03933	-0.00296
3.65	-0.00877	0.00404	0.00255	0.03991	-0.00315
3.655	-0.00864	0.00391	0.00281	0.04058	-0.0034
3.66	-0.00798	0.00381	0.00289	0.04068	-0.00357
3.665	-0.00702	0.00407	0.00292	0.04048	-0.00355
3.67	-0.00651	0.00438	0.003	0.04022	-0.00352
3.675	-0.00594	0.00456	0.00292	0.03994	-0.0033
3.68	-0.0054	0.00497	0.00291	0.03991	-0.00323
3.685	-0.00467	0.00522	0.00287	0.03976	-0.00295
3.69	-0.00398	0.00532	0.00309	0.03981	-0.00275
3.695	-0.00371	0.00511	0.00333	0.04003	-0.0026
3.7	-0.00349	0.00537	0.00331	0.04044	-0.0022
3.705	-0.00345	0.00561	0.00326	0.04074	-0.00207
3.71	-0.00341	0.00565	0.00346	0.04087	-0.00162
3.715	-0.00342	0.00587	0.00347	0.04131	-0.00113
3.72	-0.00335	0.00574	0.0034	0.04175	-0.00086
3.725	-0.00318	0.00571	0.00368	0.04201	-0.00052
3.73	-0.00339	0.00543	0.00397	0.04193	-0.00015
3.735	-0.00364	0.00529	0.00417	0.04175	0
3.74	-0.00346	0.00575	0.00426	0.04137	-0.00023
3.745	-0.00302	0.00605	0.00423	0.04084	-0.00031
3.75	-0.003	0.00611	0.00412	0.04115	-0.00016
3.755	-0.00288	0.00609	0.00384	0.04226	0
3.76	-0.00237	0.00599	0.00356	0.04302	-0.00025
3.765	-0.00188	0.00583	0.00351	0.04323	-0.00052
3.77	-0.00092	0.00548	0.00359	0.04391	-0.00043
3.775	0.00032	0.00546	0.0037	0.04457	-0.00017
3.78	0.00127	0.00541	0.00364	0.04486	-0.00025
3.785	0.00204	0.00516	0.00364	0.04498	-0.0005
3.79	0.00222	0.00476	0.00364	0.04513	-0.00044
3.795	0.0023	0.00456	0.0034	0.04515	-0.00045
3.8	0.00252	0.00462	0.00292	0.04489	-0.00045
3.805	0.00232	0.00493	0.0028	0.04445	-0.00056
3.81	0.00208	0.00502	0.00305	0.04405	-0.00055
3.815	0.0017	0.00466	0.00323	0.04389	-0.00049
3.82	0.00156	0.00442	0.00383	0.04404	-0.00027
3.825	0.00163	0.00431	0.00443	0.0441	-0.00034
3.83	0.002	0.00459	0.0047	0.04386	-0.00058
3.835	0.00231	0.00447	0.00497	0.04356	-0.00042
3.84	0.00217	0.00413	0.00525	0.04364	0.00029
3.845	0.00201	0.00391	0.00568	0.04356	0.0007
3.85	0.00187	0.00384	0.0061	0.04313	0.00101
3.855	0.0018	0.00373	0.00615	0.04294	0.00101
3.86	0.0018	0.00364	0.00601	0.04319	0.00064
3.865	0.00195	0.00357	0.00601	0.04343	0.00065
3.87	0.00213	0.00354	0.00605	0.04361	0.00106
3.875	0.00208	0.00351	0.00605	0.04399	0.00151
3.88	0.00217	0.00364	0.00605	0.04427	0.00148
3.885	0.00226	0.00356	0.0062	0.04399	0.00144
3.89	0.0024	0.00359	0.00624	0.0437	0.00135
3.895	0.00281	0.00351	0.00628	0.04367	0.00139
3.9	0.00291	0.00336	0.00624	0.04361	0.00118
3.905	0.00248	0.00349	0.0062	0.04342	0.00085
3.91	0.00185	0.00354	0.00617	0.04326	0.0008
3.915	0.00136	0.0038	0.00589	0.04324	0.00103
3.92	0.0009	0.00398	0.0059	0.04328	0.00142
3.925	0.00069	0.00415	0.00605	0.04353	0.00148
3.93	0.00053	0.00415	0.00608	0.04379	0.00135
3.935	0.00029	0.00428	0.00619	0.0439	0.00153
3.94	0.00021	0.00456	0.00605	0.04418	0.00178
3.945	0.00022	0.00464	0.00597	0.04428	0.00228
3.95	0.00034	0.00448	0.00605	0.04418	0.00242
3.955	0.00065	0.00454	0.00642	0.04367	0.00209
3.96	0.00105	0.0047	0.00678	0.04297	0.00194
3.965	0.00109	0.0047	0.00698	0.0425	0.00194
3.97	0.00095	0.00482	0.0071	0.04201	0.00177
3.975	0.00087	0.00495	0.00709	0.04168	0.00194
3.98	0.00075	0.00477	0.00698	0.04168	0.00188
3.985	0.00057	0.00449	0.00717	0.04179	0.00147
3.99	0.00062	0.00482	0.00738	0.04193	0.00091
3.995	0.00119	0.00512	0.00737	0.04179	0.00101
4	0.00154	0.00495	0.00725	0.04139	0.0008
4.005	0.00198	0.00506	0.00737	0.04132	0.00045
4.01	0.00271	0.00522	0.00734	0.04147	0.00064
4.015	0.00333	0.00544	0.00711	0.04147	0.00103
4.02	0.00371	0.00559	0.00695	0.0415	0.00119
4.025	0.00398	0.00571	0.00683	0.04147	0.00126
4.03	0.00409	0.00583	0.00669	0.0414	0.00145
4.035	0.00454	0.0059	0.0066	0.0411	0.00174
4.04	0.00492	0.00605	0.00629	0.04077	0.00216
4.045	0.0051	0.00657	0.00592	0.04058	0.00259
4.05	0.00505	0.0066	0.00599	0.04041	0.00319
4.055	0.0054	0.0065	0.00643	0.04019	0.00352
4.06	0.00597	0.00666	0.0066	0.04006	0.00372
4.065	0.00634	0.00691	0.0065	0.03986	0.00377
4.07	0.00611	0.00725	0.00649	0.03967	0.00378
4.075	0.00519	0.0074	0.00646	0.03964	0.00363
4.08	0.0041	0.00729	0.00666	0.03976	0.00367
4.085	0.00358	0.00686	0.00728	0.04	0.00384
4.09	0.0035	0.00647	0.00743	0.03976	0.00346
4.095	0.00336	0.00629	0.00737	0.03934	0.00342
4.1	0.00316	0.00609	0.0077	0.03906	0.0036
4.105	0.00341	0.00605	0.00792	0.03903	0.00402
4.11	0.0038	0.00585	0.00772	0.03891	0.00449
4.115	0.00435	0.00561	0.00771	0.03863	0.0049
4.12	0.00499	0.00548	0.00752	0.03811	0.00537
4.125	0.00531	0.00545	0.00735	0.03776	0.00578
4.13	0.00541	0.00559	0.00726	0.03752	0.00587
4.135	0.00579	0.0054	0.00735	0.0371	0.00562
4.14	0.00612	0.00527	0.00765	0.03727	0.00579
4.145	0.00681	0.00511	0.00779	0.03677	0.00533
4.15	0.00835	0.00592	0.00729	0.03614	0.00497
4.155	0.00777	0.00517	0.00712	0.03719	0.00571
4.16	0.00662	0.00461	0.00715	0.03826	0.00615
4.165	0.00748	0.00525	0.00738	0.03825	0.00572
4.17	0.00922	0.00548	0.00678	0.03787	0.00526
4.175	0.00903	0.00564	0.00679	0.03787	0.0054
4.18	0.00803	0.00483	0.00686	0.03782	0.00529
4.185	0.00817	0.00498	0.007	0.03819	0.0051
4.19	0.00825	0.00504	0.0064	0.03747	0.00471
4.195	0.00878	0.00561	0.00627	0.03666	0.00449
4.2	0.00931	0.00566	0.00594	0.03565	0.00433
4.205	0.00949	0.006	0.00604	0.03557	0.00448
4.21	0.00881	0.00509	0.00581	0.03567	0.00512
4.215	0.00848	0.00441	0.00569	0.03533	0.00483
4.22	0.00866	0.00452	0.00581	0.03413	0.00427
4.225	0.00961	0.00475	0.00549	0.03356	0.00449
4.23	0.00904	0.00461	0.00569	0.03371	0.0049
4.235	0.00752	0.00449	0.00569	0.03375	0.00499
4.24	0.00742	0.00393	0.00526	0.03435	0.00561
4.245	0.00761	0.00464	0.00535	0.03361	0.00477
4.25	0.0079	0.00517	0.0046	0.03294	0.00447
4.255	0.00726	0.00491	0.00472	0.03351	0.00531
4.26	0.00623	0.0047	0.00483	0.03359	0.00584
4.265	0.00549	0.00391	0.00417	0.03333	0.00704
4.27	0.00546	0.00443	0.00414	0.03202	0.0066
4.275	0.00546	0.00531	0.00428	0.0307	0.00649
4.28	0.00458	0.00529	0.00457	0.03069	0.00692
4.285	0.00363	0.00478	0.00426	0.03031	0.00788
4.29	0.00271	0.00492	0.00421	0.02923	0.0079
4.295	0.00214	0.00482	0.00341	0.02795	0.00771
4.3	0.0018	0.00487	0.00314	0.02738	0.0075
4.305	0.00071	0.00462	0.00412	0.02802	0.00801
4.31	0.00053	0.00515	0.00481	0.02806	0.00838
4.315	0	0.0049	0.00465	0.02743	0.00804
4.32	-0.00051	0.0049	0.00502	0.02741	0.00818
4.325	-0.00064	0.00505	0.00539	0.02799	0.00871
4.33	-0.00014	0.00594	0.00619	0.02781	0.00848
4.335	0	0.00561	0.00606	0.02692	0.00818
4.34	-0.00017	0.00511	0.00597	0.02619	0.00811
4.345	0	0.00475	0.00591	0.02572	0.00823
4.35	0.00045	0.00507	0.00613	0.02456	0.00783
4.355	0.0008	0.00543	0.00666	0.02333	0.00734
4.36	0.00054	0.00504	0.00714	0.02293	0.00728
4.365	0.00032	0.00443	0.007	0.02255	0.00728
4.37	0.00069	0.00428	0.00675	0.02149	0.00731
4.375	0.00134	0.00488	0.00692	0.02054	0.00686
4.38	0.00161	0.00515	0.00726	0.02054	0.00704
4.385	0.00175	0.00483	0.00743	0.02071	0.0072
4.39	0.00157	0.00439	0.00726	0.02025	0.00703
4.395	0.0023	0.00466	0.00686	0.01956	0.00647
4.4	0.00375	0.0052	0.0066	0.01962	0.00653
4.405	0.00415	0.00587	0.00688	0.02023	0.00634
4.41	0.00379	0.00566	0.00677	0.02048	0.00639
4.415	0.00377	0.00539	0.00608	0.0203	0.00595
4.42	0.00411	0.00544	0.00599	0.01997	0.00469
4.425	0.00411	0.00524	0.00577	0.01986	0.0045
4.43	0.00381	0.00516	0.00609	0.01968	0.00443
4.435	0.00407	0.00436	0.00581	0.019	0.00426
4.44	0.00437	0.00394	0.00562	0.01818	0.0039
4.445	0.00448	0.00412	0.00581	0.01765	0.00394
4.45	0.00405	0.00409	0.00627	0.01777	0.00425
4.455	0.00407	0.00386	0.00642	0.01819	0.00452
4.46	0.00407	0.00393	0.00637	0.01822	0.00468
4.465	0.00392	0.00374	0.00617	0.01809	0.00496
4.47	0.00427	0.00373	0.00631	0.018	0.00514
